country,project_clean,beneficiary,max_year,grant_no,unit_sector_long,eur,min_year,display_width
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2020/181,Field Deployment Unit,1088393,1725465.5106000002,2792090.6506000003
Latvia,Human Resources,State Border Guard,86273275.53,2024/257,NA,1086453.28,1725465.5106000002,2790189.7250000006
Latvia,Human Resources,State Border Guard,86273275.53,2023/185,Deployment Management Division,1085904.99,1725465.5106000002,2789652.4008
Latvia,Technical Equipment,State Border Guard,86273275.53,2019/34,Field Deployment Unit,1060332.9,1725465.5106000002,2764591.7526000002
Latvia,Technical Equipment,State Border Guard,86273275.53,2018/212,Operational Response Division,1041359,1725465.5106000002,2745997.3306
Latvia,Technical Equipment,State Border Guard,86273275.53,2023/403,Field Operations Unit,1033813,1725465.5106000002,2738602.2506
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2020/265,Field Deployment Unit,1027916,1725465.5106000002,2732823.1906000003
Latvia,Human Resources,State Border Guard,86273275.53,2022/265,Deployment Management Division,1005415.06,1725465.5106000002,2710772.2694
Latvia,Technical Equipment,State Border Guard,86273275.53,2022/355/FOU,Field Operations Unit,996051,1725465.5106000002,2701595.4906
Latvia,Poseidon,State Border Guard,86273275.53,2017/984,Sea Border Sector,995045,1725465.5106000002,2700609.6106000002
Latvia,Technical Equipment,State Border Guard,86273275.53,2021/384,Field Operations Unit,994707,1725465.5106000002,2700278.3706
Latvia,Triton,State Border Guard,86273275.53,2017/625,Sea Border Sector,982773,1725465.5106000002,2688583.0506
Latvia,Technical Equipment,State Border Guard,86273275.53,2018/225,Operational Response Division,976039,1725465.5106000002,2681983.7306000004
Latvia,Technical Equipment & Human Resources,State Border Guard,86273275.53,2020/290,Field Deployment Unit,958101,1725465.5106000002,2664404.4906
Latvia,Technical Equipment,State Border Guard,86273275.53,2020/201,Field Deployment Unit,957814,1725465.5106000002,2664123.2306000004
Latvia,Poseidon,State Border Guard,86273275.53,2017/1227,Sea Border Sector,954841,1725465.5106000002,2661209.6906000003
Latvia,Technical Equipment,State Border Guard,86273275.53,2019/131,Field Deployment Unit,931141,1725465.5106000002,2637983.6906000003
Latvia,Human Resources,State Border Guard,86273275.53,2020/166,Field Deployment Unit,892942,1725465.5106000002,2600548.6706000003
Latvia,Technical Equipment,State Border Guard,86273275.53,2019/306,Field Deployment Unit,871802,1725465.5106000002,2579831.4706
Latvia,European Centre for Returns,Office of Citizenship and Migration Affairs,86273275.53,Multiple smaller grants,NA,21412,1725465.5106000002,1746449.2706000002
Latvia,various projects,State Border Guard,86273275.53,Multiple smaller grants,various,38837011.09,1725465.5106000002,39785736.378800005
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2019/64,Field Deployment Unit,2399289,781445.7112,3132748.9312000005
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2024/98,Deployment Management Division,2163829,781445.7112,2901998.1311999997
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2020/98,Field Deployment Unit,1847817,781445.7112,2592306.3712
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2018/60,Operational Response Division,1707327,781445.7112,2454626.1711999997
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2023/114,Deployment Management Division,1403111,781445.7112,2156494.4912
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2024/259,NA,1237200.31,781445.7112,1993902.0150000001
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2024/167,Deployment Management Division,1150724.52,781445.7112,1909155.7408
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2018/186,Operational Response Division,1121109,781445.7112,1880132.5312
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2020/217,Field Deployment Unit,973552,781445.7112,1735526.6712
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2024/316,NA,959556,781445.7112,1721810.5912
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2021/125,Field Deployment Unit,958192.02,781445.7112,1720473.8908000002
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2021/64,Field Deployment Unit,953404,781445.7112,1715781.6312000002
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2023/209,Deployment Management Division,825950.06,781445.7112,1590876.77
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2024/176,Field Operations Unit,823491,781445.7112,1588466.8912
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2023/174,Deployment Management Division,711111.23,781445.7112,1478334.7166
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2022/177,Field Operations Unit,678446,781445.7112,1446322.7912
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2023/372,Field Operations Unit,663091,781445.7112,1431274.8912
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2023/263,Field Operations Unit,637245,781445.7112,1405945.8111999999
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2019/282,Field Deployment Unit,621778,781445.7112,1390788.1512000002
Lithuania,Poseidon,State Border Guard Service Lithuania,39072285.56,2015/700,Sea Border Sector,600169,781445.7112,1369611.3312
Lithuania,Technical Equipment & Human Resources,State Border Guard Service Lithuania,39072285.56,2022/82,Deployment Management Division,588034,781445.7112,1357719.0312
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2022/137,Field Operations Unit,580234,781445.7112,1350075.0312
Lithuania,Poseidon,State Border Guard Service Lithuania,39072285.56,2016/618,Sea Border Sector,564653,781445.7112,1334805.6512000002
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2022/198,Deployment Management Division,544146.8,781445.7112,1314709.5752
Lithuania,Poseidon,State Border Guard Service Lithuania,39072285.56,2017/503,Sea Border Sector,500510,781445.7112,1271945.5112
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2020/184,Field Deployment Unit,475660,781445.7112,1247592.5112
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2021/246,Field Deployment Unit,460763,781445.7112,1232993.4512
Lithuania,Human Resources,State Border Guard Service Lithuania,39072285.56,2021/288,Deployment Management Division,453472.36,781445.7112,1225848.624
Lithuania,Technical Equipment,State Border Guard Service Lithuania,39072285.56,2022/133,Field Operations Unit,429480,781445.7112,1202336.1112000002
Lithuania,European Centre for Returns,"Migration Department, Ministry of Interior",39072285.56,Multiple smaller grants,European Centre for Returns,203111,781445.7112,980494.4912
Lithuania,implementation of Stage 1 of  the 1st iteration of THE EUROPEAN JOINT MASTER’S IN STRATEGIC BORDER MANAGMENT,Mykolas Romeris University  (MRU),39072285.56,Multiple smaller grants,NA,339781,781445.7112,1114431.0912000001
Lithuania,various projects,State Border Guard Service Lithuania,39072285.56,Multiple smaller grants,various,11496048.26,781445.7112,12047573.006000001
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2024/293,NA,1738632,946292.9262000001,2650152.2862
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2024/91,Field Operations Unit,1676566,946292.9262000001,2589327.6062000003
Luxembourg,Triton,Ministry of Internal Security,47314646.31,2017/694,Sea Border Sector,1610811,946292.9262000001,2524887.7062
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2022/322,Field Operations Unit,1565333,946292.9262000001,2480319.2662000004
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2021/357,Field Operations Unit,1564656,946292.9262000001,2479655.8062
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2018/43,Operational Response Division,1549367,946292.9262000001,2464672.5862
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2023/112,Field Operations Unit,1503434,946292.9262000001,2419658.2462
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2021/225,Field Deployment Unit,1451269,946292.9262000001,2368536.5461999997
Luxembourg,Nautilus,Ministry of Justice Luxembourg,47314646.31,2009/176/,Sea Border Sector,1415356.06,946292.9262000001,2333341.865
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2022/221,Field Operations Unit,1415165,946292.9262000001,2333154.6262
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2023/317,Field Operations Unit,1384895,946292.9262000001,2303490.0262
Luxembourg,Technical Equipment & Human Resources,Ministry of Internal Security,47314646.31,2020/187,Field Deployment Unit,1354447,946292.9262000001,2273650.9862
Luxembourg,Technical Equipment & Human Resources,Police Grand Ducale,47314646.31,2020/256,Field Deployment Unit,1352187,946292.9262000001,2271436.1862
Luxembourg,Hermes,Police Grand Ducale,47314646.31,2010/381/,Sea Border Sector,1069320.33,946292.9262000001,1994226.8496
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2019/216,Field Deployment Unit,1034832,946292.9262000001,1960428.2862
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2018/289,Operational Response Division,1024700,946292.9262000001,1950498.9262
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2023/420,Field Operations Unit,1021824.35,946292.9262000001,1947680.7892
Luxembourg,Technical Equipment,Police Grand Ducale,47314646.31,2019/32,Field Deployment Unit,1005297,946292.9262000001,1931483.9862000002
Luxembourg,Technical Equipment,Police Grand Ducale,47314646.31,2020/78,Field Deployment Unit,977640,946292.9262000001,1904380.1262
Luxembourg,Technical Equipment,General Department of Immigration - Ministry for Home Affairs,47314646.31,2024/265,NA,973377,946292.9262000001,1900202.3862
Luxembourg,Hera,Ministry of Justice Luxembourg,47314646.31,2009/115/,Sea Border Sector,926862.01,946292.9262000001,1854617.696
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2022/10,Field Operations Unit,889475,946292.9262000001,1817978.4262
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2021/92,Field Deployment Unit,858434,946292.9262000001,1787558.2462
Luxembourg,Hera,Ministry of Justice Luxembourg,47314646.31,2008/140/,Sea Border Sector,837804.63,946292.9262000001,1767341.4636
Luxembourg,Poseidon,Ministry of Justice Luxembourg,47314646.31,2009/237/,Sea Border Sector,725742.28,946292.9262000001,1657520.3606
Luxembourg,Hera,Police Grand Ducale,47314646.31,2010/165/,Sea Border Sector,722242.35,946292.9262000001,1654090.4292000001
Luxembourg,Poseidon,Police Grand Ducale,47314646.31,2012/183,Sea Border Sector,691694.51,946292.9262000001,1624153.546
Luxembourg,Technical Equipment,Ministry of Internal Security,47314646.31,2019/302,Field Deployment Unit,682717,946292.9262000001,1615355.5862000003
Luxembourg,Poseidon,Police Grand Ducale,47314646.31,2011/129/,Pooled Resources Unit,614971.04,946292.9262000001,1548964.5454000002
Luxembourg,Poseidon,Ministry of Internal Security,47314646.31,2017/1572,Sea Border Sector,614050,946292.9262000001,1548061.9262
Luxembourg,Poseidon,Ministry of Internal Security,47314646.31,2017/515,Sea Border Sector,571196,946292.9262000001,1506065.0062000002
Luxembourg,Poseidon,Ministry of Justice Luxembourg,47314646.31,2008/181/,Sea Border Sector,559355.72,946292.9262000001,1494461.5318
Luxembourg,Indalo,Police Grand Ducale,47314646.31,2011/404/,Sea Border Sector,547094.83,946292.9262000001,1482445.8596
Luxembourg,Aeneas,Police Grand Ducale,47314646.31,2011/595/,Sea Border Sector,538805.29,946292.9262000001,1474322.1104000001
Luxembourg,Hera,Police Grand Ducale,47314646.31,2010/270/,Sea Border Sector,518666.24,946292.9262000001,1454585.8414
Luxembourg,Hera,Police Grand Ducale,47314646.31,2013/559,Sea Border Sector,499720.2,946292.9262000001,1436018.7222000002
Luxembourg,Technical Equipment & Human Resources,Police Grand Ducale,47314646.31,2024/54,Deployment Management Division,494416,946292.9262000001,1430820.6062
Luxembourg,Poseidon,Police Grand Ducale,47314646.31,2010/518/,Sea Border Sector,489230,946292.9262000001,1425738.3262
Luxembourg,- RABIT ExcerciseThrace 2009,The Government of Grand Duchy of Luxembourg,47314646.31,Multiple smaller grants,Public Regulated Service,98585.69,946292.9262000001,1042906.9024000001
Luxembourg,European Centre for Returns,General Department of Immigration - Ministry for Home Affairs,47314646.31,Multiple smaller grants,NA,34811,946292.9262000001,980407.7062000001
Luxembourg,various projects,Ministry of Foreign Affairs,47314646.31,Multiple smaller grants,various,840238.45,946292.9262000001,1769726.6072
Luxembourg,various projects,Ministry of Internal Security,47314646.31,Multiple smaller grants,various,1107022,946292.9262000001,2031174.4862000002
Luxembourg,various projects,Ministry of Justice Luxembourg,47314646.31,Multiple smaller grants,various,600054.57,946292.9262000001,1534346.4048000001
Luxembourg,various projects,Police Grand Ducale,47314646.31,Multiple smaller grants,various,6162348.76,946292.9262000001,6985394.711000001
Malta,Nautilus,Armed Forces of Malta,18332292.58,2008/142/,Sea Border Sector,1133424.75,366645.8516,1477402.1065999998
Malta,Nautilus,Armed Forces of Malta,18332292.58,2009/177/,Sea Border Sector,922389.33,366645.8516,1270587.395
Malta,Technical Equipment & Human Resources,Armed Forces of Malta,18332292.58,2023/150,Deployment Management Division,651579,366645.8516,1005193.2716000001
Malta,Technical Equipment & Human Resources,Armed Forces of Malta,18332292.58,2022/86,Deployment Management Division,637381,366645.8516,991279.2316
Malta,Technical Equipment & Human Resources,Armed Forces of Malta,18332292.58,2024/101,Deployment Management Division,617204,366645.8516,971505.7716000001
Malta,Triton,Armed Forces of Malta,18332292.58,2015/566,Sea Border Sector,547504,366645.8516,903199.7716000001
Malta,Triton,Armed Forces of Malta,18332292.58,2017/1133,Sea Border Sector,474059,366645.8516,831223.6716
Malta,Poseidon,Armed Forces of Malta,18332292.58,2016/508,Sea Border Sector,455485,366645.8516,813021.1516
Malta,Human Resources,Armed Forces of Malta,18332292.58,2018/112,Operational Response Division,451453,366645.8516,809069.7916000001
Malta,Triton,Armed Forces of Malta,18332292.58,2015/105,Sea Border Sector,414725,366645.8516,773076.3515999999
Malta,Poseidon,Armed Forces of Malta,18332292.58,2015/372,Sea Border Sector,408712,366645.8516,767183.6116
Malta,Technical Equipment & Human Resources,Armed Forces of Malta,18332292.58,2021/199,Field Deployment Unit,346143,366645.8516,705865.9916000001
Malta,Human Resources,Armed Forces of Malta,18332292.58,2019/144,Field Deployment Unit,332239,366645.8516,692240.0716
Malta,Poseidon,Armed Forces of Malta,18332292.58,2014/641,Sea Border Sector,331182,366645.8516,691204.2116
Malta,Triton,Armed Forces of Malta,18332292.58,2014/933,Sea Border Sector,300890.35,366645.8516,661518.3946
Malta,Triton,Armed Forces of Malta,18332292.58,2016/669,Sea Border Sector,296622,366645.8516,657335.4116
Malta,Triton,Armed Forces of Malta,18332292.58,2017/469,Sea Border Sector,288901,366645.8516,649768.8316
Malta,Human Resources,Armed Forces of Malta,18332292.58,2024/250,NA,287958.19,366645.8516,648844.8778
Malta,Triton,Armed Forces of Malta,18332292.58,2016/1006,Sea Border Sector,287440,366645.8516,648337.0516
Malta,Triton,Armed Forces of Malta,18332292.58,2017/1435,Sea Border Sector,287311,366645.8516,648210.6316
Malta,Triton,Armed Forces of Malta,18332292.58,2017/1731,Sea Border Sector,286562,366645.8516,647476.6116
Malta,Triton,Armed Forces of Malta,18332292.58,2017/751,Sea Border Sector,282357,366645.8516,643355.7116
Malta,Triton,Armed Forces of Malta,18332292.58,2015/1220,Sea Border Sector,281071,366645.8516,642095.4316
Malta,Triton,Armed Forces of Malta,18332292.58,2016/1336,Sea Border Sector,279185,366645.8516,640247.1516
Malta,Triton,Armed Forces of Malta,18332292.58,2016/88,Sea Border Sector,278871,366645.8516,639939.4316
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2021/142,Field Deployment Unit,272666,366645.8516,633858.5316
Malta,Human Resources,Armed Forces of Malta,18332292.58,2023/231,Deployment Management Division,272491.55,366645.8516,633687.5706
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2019/142,Field Deployment Unit,256252,366645.8516,617772.8116
Malta,Poseidon,Armed Forces of Malta,18332292.58,2013/764,Sea Border Sector,255458.65,366645.8516,616995.3286
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2024/355,NA,253110,366645.8516,614693.6516
Malta,Human Resources,Armed Forces of Malta,18332292.58,2022/253,Deployment Management Division,248086.15,366645.8516,609770.2786000001
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2018/171,Operational Response Division,240796,366645.8516,602625.9316
Malta,Triton,Armed Forces of Malta,18332292.58,2017/109,Sea Border Sector,239509,366645.8516,601364.6716
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2023/262,Field Operations Unit,227741,366645.8516,589832.0316
Malta,Technical Equipment,Armed Forces of Malta,18332292.58,2022/370,Field Operations Unit,226505,366645.8516,588620.7516
Malta,Human Resources,Armed Forces of Malta,18332292.58,2021/285,Deployment Management Division,221913.84,366645.8516,584121.4148
Malta,Triton,Armed Forces of Malta,18332292.58,2016/392,Sea Border Sector,215725,366645.8516,578056.3515999999
Malta,Poseidon,Malta Police Force,18332292.58,2010/749/,Sea Border Sector,203993.16,366645.8516,566559.1484000001
Malta,Triton,Armed Forces of Malta,18332292.58,2016/1604,Sea Border Sector,202759,366645.8516,565349.6716
Malta,Poseidon,Malta Police Force,18332292.58,2011/1081/,Land Borders Sector,193682.7,366645.8516,556454.8976
Malta,Triton,Armed Forces of Malta,18332292.58,2015/974,Sea Border Sector,193451,366645.8516,556227.8316
Malta,Human Resources,Armed Forces of Malta,18332292.58,2020/222,Field Deployment Unit,191398,366645.8516,554215.8916
Malta,various projects,Armed Forces of Malta,18332292.58,Multiple smaller grants,various,2684389.71,366645.8516,2997347.7674000002
Malta,various projects,Malta Police Force,18332292.58,Multiple smaller grants,various,851716.2,366645.8516,1201327.7276
Moldova,Operations Moldova 2022,Border Police,2431401.18,2022/141,Deployment Management Division,346315.2,48628.02360000001,388016.9196
Moldova,Moldova 2024,Border Police,2431401.18,2024/8,Deployment Management Division,252252.00000000003,48628.02360000001,295834.98360000004
Moldova,Macedonia 2022,Border Police,2431401.18,2022/274,Deployment Management Division,138285,48628.02360000001,184147.32360000003
Moldova,Operations Moldova 2022,Border Police,2431401.18,2022/327,Deployment Management Division,113400,48628.02360000001,159760.02360000001
Moldova,Operations Moldova 2022,Border Police,2431401.18,2022/401,Deployment Management Division,113400,48628.02360000001,159760.02360000001
Moldova,Moldova 2023,Border Police,2431401.18,2023/218,Deployment Management Division,71441.76,48628.02360000001,118640.9484
Moldova,Moldova 2023,Border Police,2431401.18,2023/298,Deployment Management Division,71441.76,48628.02360000001,118640.9484
Moldova,Moldova 2023,Border Police,2431401.18,2023/299,Deployment Management Division,71441.76,48628.02360000001,118640.9484
Moldova,Operations Moldova 2023,Border Police,2431401.18,2023/21,Deployment Management Division,71441.76,48628.02360000001,118640.9484
Moldova,Human Resources,Border Police,2431401.18,2019/184,Field Deployment Unit,66853.6,48628.02360000001,114144.5516
Moldova,Human Resources,Border Police,2431401.18,2019/185,Field Deployment Unit,66521.9,48628.02360000001,113819.4856
Moldova,Technical Equipment & Human Resources,Border Police,2431401.18,2024/186,NA,60197.13,48628.02360000001,107621.21100000001
Moldova,FOA,Border Police,2431401.18,2021/336,Deployment Management Division,50691.25,48628.02360000001,98305.4486
Moldova,Human Resources,Border Police,2431401.18,2019/186,Field Deployment Unit,40495.22,48628.02360000001,88313.33920000002
Moldova,Focal Points,Border Police,2431401.18,2023/337,Deployment Management Division,38719.020000000004,48628.02360000001,86572.66320000001
Moldova,Moldova 2023,Border Police,2431401.18,2023/274,Deployment Management Division,35578.57,48628.02360000001,83495.0222
Moldova,Human Resources,Border Police,2431401.18,2019/212,Field Deployment Unit,34812.45,48628.02360000001,82744.22460000002
Moldova,Human Resources,Border Police,2431401.18,2019/86,Field Deployment Unit,28022.23,48628.02360000001,76089.80900000001
Moldova,Focal Points,Border Police,2431401.18,2023/281,Deployment Management Division,26922.27,48628.02360000001,75011.84820000001
Moldova,Moldova 2024,Border Police,2431401.18,2024/1,Deployment Management Division,25241.3,48628.02360000001,73364.4976
Moldova,European Centre for Returns,General Inspectorate for Migration,2431401.18,Multiple smaller grants,various,20784.75,48628.02360000001,68997.07860000001
Moldova,various projects,Border Police,2431401.18,Multiple smaller grants,various,687142.25,48628.02360000001,722027.4286
Montenegro,Montenegro 2024,Police Directorate,614073.16,2024/69,Deployment Management Division,82699.23,12281.4632,93326.7086
Montenegro,Operational Activities in Montenegro 2021,Police Directorate,614073.16,2021/72,Field Deployment Unit,30400.84,12281.4632,42074.2864
Montenegro,"Terra 2023, JO Moldova 2023 and JO Albania Land 2023",Police Directorate,614073.16,2023/325,Deployment Management Division,30209.31,12281.4632,41886.587
Montenegro,Terra 2023 and JO Seaport 2023,Police Directorate,614073.16,2023/296,Deployment Management Division,30125.85,12281.4632,41804.7962
Montenegro,Serbia Land 2023,Police Directorate,614073.16,2023/324,Deployment Management Division,20481.94,12281.4632,32353.7644
Montenegro,FOA,Police Directorate,614073.16,2021/338,Deployment Management Division,19073.82,12281.4632,30973.8068
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/228,Deployment Management Division,17665.7,12281.4632,29593.849200000004
Montenegro,Operational Activities in Montenegro 2021,Police Directorate,614073.16,2021/17,Field Deployment Unit,16030.74,12281.4632,27991.5884
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/405,Deployment Management Division,15643.4,12281.4632,27611.9952
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/338,Deployment Management Division,15441.17,12281.4632,27413.8098
Montenegro,Human Resources,Police Directorate,614073.16,2020/288,Field Deployment Unit,14688.96,12281.4632,26676.644
Montenegro,Operational Activities in  Montenegro 2021,Police Directorate,614073.16,2021/240,Field Deployment Unit,14507.06,12281.4632,26498.381999999998
Montenegro,Operational Activities in Montenegro 2021,Police Directorate,614073.16,2021/421,Deployment Management Division,14144.33,12281.4632,26142.906600000002
Montenegro,Operational Activities in Montenegro 2021,Police Directorate,614073.16,2021/343,Deployment Management Division,13900.37,12281.4632,25903.8258
Montenegro,Operational Activities LAND (MOA - LAND),Police Directorate,614073.16,2021/248,Field Deployment Unit,10077.26,12281.4632,22157.178
Montenegro,DEPLOYMENTS OF 3RD COUNTRIES HR AND LIGHT TE,Police Directorate,614073.16,2022/333,Deployment Management Division,9377.48,12281.4632,21471.3936
Montenegro,Operational Activities LAND 2021 (MOA - LAND),Police Directorate,614073.16,2021/144,Field Deployment Unit,9231.96,12281.4632,21328.784
Montenegro,Focal Points,Police Directorate,614073.16,2021/337,Deployment Management Division,9192.37,12281.4632,21289.985800000002
Montenegro,DEPLOYMENTS OF 3RD COUNTRIES HR AND LIGHT TE,Police Directorate,614073.16,2022/292,Deployment Management Division,9088.58,12281.4632,21188.2716
Montenegro,Montenegro 2021,Police Directorate,614073.16,2021/404,Deployment Management Division,8844.62,12281.4632,20949.1908
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/84,Deployment Management Division,8737.62,12281.4632,20844.330800000003
Montenegro,Focal Points,Police Directorate,614073.16,2021/376,Deployment Management Division,8670.21,12281.4632,20778.269
Montenegro,Focal Points,Police Directorate,614073.16,2023/204,Deployment Management Division,8595.31,12281.4632,20704.867
Montenegro,Serbia Land 2023,Police Directorate,614073.16,2023/201,Deployment Management Division,8416.62,12281.4632,20529.7508
Montenegro,Focal Points,Police Directorate,614073.16,2022/383,Deployment Management Division,8350.28,12281.4632,20464.7376
Montenegro,Operational Activities in Montenegro 2023,Police Directorate,614073.16,2023/17,Deployment Management Division,8226.16,12281.4632,20343.1
Montenegro,Operational Activities AIR (MOA - AIR),Police Directorate,614073.16,2021/175,Field Deployment Unit,8206.9,12281.4632,20324.2252
Montenegro,Montenegro 2023,Police Directorate,614073.16,2023/212,Deployment Management Division,8130.93,12281.4632,20249.7746
Montenegro,Operational Activities in Montenegro 2023,Police Directorate,614073.16,2023/139,Deployment Management Division,7821.7,12281.4632,19946.7292
Montenegro,Operational Activities in Montenegro 2023,Police Directorate,614073.16,2023/71,Deployment Management Division,7821.7,12281.4632,19946.7292
Montenegro,Human Resources,Police Directorate,614073.16,2020/318,Field Deployment Unit,7813.14,12281.4632,19938.3404
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/149,Deployment Management Division,7726.47,12281.4632,19853.4038
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/70,Deployment Management Division,7524.24,12281.4632,19655.2184
Montenegro,Terra 2023,Police Directorate,614073.16,2023/239,Deployment Management Division,7493.21,12281.4632,19624.809
Montenegro,"Sv. Petra Cetinjskog 22, Podgorica, Montenegro",Police Directorate,614073.16,2021/224,Field Deployment Unit,7470.74,12281.4632,19602.7884
Montenegro,Focal Points,Ministry of Internal Affairs Montenegro,614073.16,2017/1288,Air Border Sector,7426,12281.4632,19558.9432
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/207,Deployment Management Division,7423.66,12281.4632,19556.65
Montenegro,Operational Activities in Montenegro 2022,Police Directorate,614073.16,2022/114,Deployment Management Division,7322.01,12281.4632,19457.033
Montenegro,Montenegro 2023,Police Directorate,614073.16,2023/388,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Montenegro 2023,Police Directorate,614073.16,2023/443,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Montenegro 2023,Police Directorate,614073.16,2023/455,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Montenegro 2023,Police Directorate,614073.16,2023/474,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Montenegro 2024,Police Directorate,614073.16,2024/3,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Terra 2023,Police Directorate,614073.16,2023/203,Deployment Management Division,7215.01,12281.4632,19352.173
Montenegro,Operational Activities in Montenegro 2021,Police Directorate,614073.16,2021/178,Field Deployment Unit,6831.95,12281.4632,18976.7742
Montenegro,Human Resources,Police Directorate,614073.16,2020/278,Field Deployment Unit,6599.76,12281.4632,18749.228
Montenegro,various projects,Ministry of Internal Affairs Montenegro,614073.16,Multiple smaller grants,various,5731,12281.4632,17897.8432
Montenegro,various projects,Police Directorate,614073.16,Multiple smaller grants,various,17618.5,12281.4632,29547.593200000003
Multi-lateral,AZUL 2023,Maritime Analysis and Operations Centre (Narcotics) – MAOC(N),48096.2,2023/137,Law Enforcement Sector,48096.2,961.924,48096.2
Netherlands,Human Resources,Immigration and Naturalisation Service,100601743.2,2019/30,Field Deployment Unit,11100000,2012034.864,12890034.864
Netherlands,Human Resources,Immigration and Naturalisation Service,100601743.2,2018/58,Operational Response Division,6350000,2012034.864,8235034.864
Netherlands,Human Resources,Immigration and Naturalisation Service,100601743.2,2020/45,Field Deployment Unit,5000000,2012034.864,6912034.864
Netherlands,Technical Equipment & Human Resources,Royal Marechaussee,100601743.2,2022/91,Deployment Management Division,1946210,2012034.864,3919320.664
Netherlands,Technical Equipment & Human Resources,Royal Marechaussee,100601743.2,2023/93,Deployment Management Division,1871505,2012034.864,3846109.7639999995
Netherlands,Technical Equipment & Human Resources,Royal Marechaussee,100601743.2,2024/63,Deployment Management Division,1818206,2012034.864,3793876.744
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2024/164,Deployment Management Division,1796985.12,2012034.864,3773080.2816000003
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2024/264,NA,1775267.98,2012034.864,3751797.4844
Netherlands,Human Resources,"Transport and Support Service, Ministry for Security and Justice",100601743.2,2018/235,Operational Response Division,1655000,2012034.864,3633934.864
Netherlands,Human Resources,Royal Marechaussee,100601743.2,2023/207,Deployment Management Division,1609531.99,2012034.864,3589376.2142
